"RG","TG"
"TGFBR2_IKBKG","TGFBR2","IKBKG"
"COL8A1_IKBKG","COL8A1","IKBKG"
"EPCAM_IKBKG","EPCAM","IKBKG"
"RELA_AKT2","RELA","AKT2"
"MAPK1_AKT2","MAPK1","AKT2"
"CCNA2_AKT2","CCNA2","AKT2"
"PIK3R1_AKT2","PIK3R1","AKT2"
"MTOR_AKT2","MTOR","AKT2"
"PIK3R3_AKT2","PIK3R3","AKT2"
"RUNX1T1_AKT2","RUNX1T1","AKT2"
"PIK3R2_AKT2","PIK3R2","AKT2"
"CHUK_AKT2","CHUK","AKT2"
"PIK3CB_AKT2","PIK3CB","AKT2"
"MYC_AKT2","MYC","AKT2"
"FCGR1A_AKT2","FCGR1A","AKT2"
"ITGAM_AKT2","ITGAM","AKT2"
"TCF7L2_AKT2","TCF7L2","AKT2"
"KIT_AKT2","KIT","AKT2"
"DUSP6_AKT2","DUSP6","AKT2"
"RPS6KB2_AKT2","RPS6KB2","AKT2"
"ZBTB16_AKT2","ZBTB16","AKT2"
"MAP2K2_AKT2","MAP2K2","AKT2"
"P3R3URF.PIK3R3_AKT2","P3R3URF.PIK3R3","AKT2"
"SOS2_AKT2","SOS2","AKT2"
"BRAF_AKT2","BRAF","AKT2"
"CCND1_AKT2","CCND1","AKT2"
"PIK3CD_AKT2","PIK3CD","AKT2"
"PPARD_AKT2","PPARD","AKT2"
"RARA_AKT2","RARA","AKT2"
"PIM2_AKT2","PIM2","AKT2"
"NFKB1_AKT2","NFKB1","AKT2"
"PIM1_AKT2","PIM1","AKT2"
"EIF4EBP1_AKT2","EIF4EBP1","AKT2"
"GRB2_AKT2","GRB2","AKT2"
"IKBKB_AKT2","IKBKB","AKT2"
"IKBKG_AKT2","IKBKG","AKT2"
"STAT5A_AKT2","STAT5A","AKT2"
"DCBLD2_AKT2","DCBLD2","AKT2"
"F2RL1_AKT2","F2RL1","AKT2"
"BAK1_AKT2","BAK1","AKT2"
"MYH14_AKT2","MYH14","AKT2"
"COL4A1_AKT2","COL4A1","AKT2"
"GP1BA_AKT2","GP1BA","AKT2"
"TMEM98_AKT2","TMEM98","AKT2"
"TMC6_AKT2","TMC6","AKT2"
"VAV1_AKT2","VAV1","AKT2"
"TGFBR2_AKT2","TGFBR2","AKT2"
"COL8A1_AKT2","COL8A1","AKT2"
"EPCAM_AKT2","EPCAM","AKT2"
"RELA_STAT5A","RELA","STAT5A"
"PIK3R1_STAT5A","PIK3R1","STAT5A"
"MTOR_STAT5A","MTOR","STAT5A"
"JUP_STAT5A","JUP","STAT5A"
"RUNX1T1_STAT5A","RUNX1T1","STAT5A"
"PIK3R2_STAT5A","PIK3R2","STAT5A"
"CHUK_STAT5A","CHUK","STAT5A"
"PIK3CB_STAT5A","PIK3CB","STAT5A"
"MYC_STAT5A","MYC","STAT5A"
"FCGR1A_STAT5A","FCGR1A","STAT5A"
"FLT3_STAT5A","FLT3","STAT5A"
"ITGAM_STAT5A","ITGAM","STAT5A"
"TCF7L2_STAT5A","TCF7L2","STAT5A"
"AKT3_STAT5A","AKT3","STAT5A"
"LEF1_STAT5A","LEF1","STAT5A"
"CD14_STAT5A","CD14","STAT5A"
"CSF1R_STAT5A","CSF1R","STAT5A"
"KIT_STAT5A","KIT","STAT5A"
"DUSP6_STAT5A","DUSP6","STAT5A"
"RPS6KB2_STAT5A","RPS6KB2","STAT5A"
"ZBTB16_STAT5A","ZBTB16","STAT5A"
"SPI1_STAT5A","SPI1","STAT5A"
"P3R3URF.PIK3R3_STAT5A","P3R3URF.PIK3R3","STAT5A"
"SOS2_STAT5A","SOS2","STAT5A"
"CEBPE_STAT5A","CEBPE","STAT5A"
"BRAF_STAT5A","BRAF","STAT5A"
"CCND1_STAT5A","CCND1","STAT5A"
"PIK3CD_STAT5A","PIK3CD","STAT5A"
"PPARD_STAT5A","PPARD","STAT5A"
"RARA_STAT5A","RARA","STAT5A"
"PIM2_STAT5A","PIM2","STAT5A"
"NFKB1_STAT5A","NFKB1","STAT5A"
"MPO_STAT5A","MPO","STAT5A"
"EIF4EBP1_STAT5A","EIF4EBP1","STAT5A"
"GRB2_STAT5A","GRB2","STAT5A"
"HTRA1_STAT5A","HTRA1","STAT5A"
"DCBLD2_STAT5A","DCBLD2","STAT5A"
"ANXA2_STAT5A","ANXA2","STAT5A"
"F2RL1_STAT5A","F2RL1","STAT5A"
"BAK1_STAT5A","BAK1","STAT5A"
"COL4A1_STAT5A","COL4A1","STAT5A"
"ANO1_STAT5A","ANO1","STAT5A"
"TMC6_STAT5A","TMC6","STAT5A"
"TGFBR2_STAT5A","TGFBR2","STAT5A"
"RELA_HTRA1","RELA","HTRA1"
"MAPK1_HTRA1","MAPK1","HTRA1"
"CCNA2_HTRA1","CCNA2","HTRA1"
"PIK3R1_HTRA1","PIK3R1","HTRA1"
"MTOR_HTRA1","MTOR","HTRA1"
"PIK3R3_HTRA1","PIK3R3","HTRA1"
"RUNX1T1_HTRA1","RUNX1T1","HTRA1"
"PIK3R2_HTRA1","PIK3R2","HTRA1"
"PIK3CB_HTRA1","PIK3CB","HTRA1"
"MYC_HTRA1","MYC","HTRA1"
"FCGR1A_HTRA1","FCGR1A","HTRA1"
"FLT3_HTRA1","FLT3","HTRA1"
"ITGAM_HTRA1","ITGAM","HTRA1"
"TCF7L2_HTRA1","TCF7L2","HTRA1"
"CD14_HTRA1","CD14","HTRA1"
"CSF1R_HTRA1","CSF1R","HTRA1"
"CCNA1_HTRA1","CCNA1","HTRA1"
"DUSP6_HTRA1","DUSP6","HTRA1"
"ZBTB16_HTRA1","ZBTB16","HTRA1"
"MAP2K2_HTRA1","MAP2K2","HTRA1"
"SPI1_HTRA1","SPI1","HTRA1"
"SOS2_HTRA1","SOS2","HTRA1"
"CEBPE_HTRA1","CEBPE","HTRA1"
"BRAF_HTRA1","BRAF","HTRA1"
"PIK3CA_HTRA1","PIK3CA","HTRA1"
"PPARD_HTRA1","PPARD","HTRA1"
"RARA_HTRA1","RARA","HTRA1"
"PIM2_HTRA1","PIM2","HTRA1"
"NFKB1_HTRA1","NFKB1","HTRA1"
"PIM1_HTRA1","PIM1","HTRA1"
"MPO_HTRA1","MPO","HTRA1"
"STAT5B_HTRA1","STAT5B","HTRA1"
"IKBKB_HTRA1","IKBKB","HTRA1"
"IKBKG_HTRA1","IKBKG","HTRA1"
"AKT2_HTRA1","AKT2","HTRA1"
"STAT5A_HTRA1","STAT5A","HTRA1"
"DCBLD2_HTRA1","DCBLD2","HTRA1"
"IFITM3_HTRA1","IFITM3","HTRA1"
"ANXA2_HTRA1","ANXA2","HTRA1"
"F2RL1_HTRA1","F2RL1","HTRA1"
"BAK1_HTRA1","BAK1","HTRA1"
"MYH14_HTRA1","MYH14","HTRA1"
"COL4A1_HTRA1","COL4A1","HTRA1"
"GP1BA_HTRA1","GP1BA","HTRA1"
"TMEM98_HTRA1","TMEM98","HTRA1"
"TMC6_HTRA1","TMC6","HTRA1"
"VAV1_HTRA1","VAV1","HTRA1"
"TGFBR2_HTRA1","TGFBR2","HTRA1"
"COL8A1_HTRA1","COL8A1","HTRA1"
"EPCAM_HTRA1","EPCAM","HTRA1"
"RELA_DCBLD2","RELA","DCBLD2"
"MAPK1_DCBLD2","MAPK1","DCBLD2"
"CCNA2_DCBLD2","CCNA2","DCBLD2"
"MAP2K1_DCBLD2","MAP2K1","DCBLD2"
"PIK3R3_DCBLD2","PIK3R3","DCBLD2"
"JUP_DCBLD2","JUP","DCBLD2"
"CHUK_DCBLD2","CHUK","DCBLD2"
"PIK3CB_DCBLD2","PIK3CB","DCBLD2"
"MYC_DCBLD2","MYC","DCBLD2"
"FLT3_DCBLD2","FLT3","DCBLD2"
"ITGAM_DCBLD2","ITGAM","DCBLD2"
"AKT3_DCBLD2","AKT3","DCBLD2"
"KIT_DCBLD2","KIT","DCBLD2"
"RPS6KB2_DCBLD2","RPS6KB2","DCBLD2"
"ZBTB16_DCBLD2","ZBTB16","DCBLD2"
"MAP2K2_DCBLD2","MAP2K2","DCBLD2"
"SPI1_DCBLD2","SPI1","DCBLD2"
"SOS2_DCBLD2","SOS2","DCBLD2"
"CEBPE_DCBLD2","CEBPE","DCBLD2"
"CCND1_DCBLD2","CCND1","DCBLD2"
"PIK3CA_DCBLD2","PIK3CA","DCBLD2"
"PIM1_DCBLD2","PIM1","DCBLD2"
"STAT5B_DCBLD2","STAT5B","DCBLD2"
"EIF4EBP1_DCBLD2","EIF4EBP1","DCBLD2"
"GRB2_DCBLD2","GRB2","DCBLD2"
"IKBKB_DCBLD2","IKBKB","DCBLD2"
"IKBKG_DCBLD2","IKBKG","DCBLD2"
"STAT5A_DCBLD2","STAT5A","DCBLD2"
"HTRA1_DCBLD2","HTRA1","DCBLD2"
"IFITM3_DCBLD2","IFITM3","DCBLD2"
"ANXA2_DCBLD2","ANXA2","DCBLD2"
"F2RL1_DCBLD2","F2RL1","DCBLD2"
"MYH14_DCBLD2","MYH14","DCBLD2"
"COL4A1_DCBLD2","COL4A1","DCBLD2"
"ANO1_DCBLD2","ANO1","DCBLD2"
"GP1BA_DCBLD2","GP1BA","DCBLD2"
"TMC6_DCBLD2","TMC6","DCBLD2"
"VAV1_DCBLD2","VAV1","DCBLD2"
"TGFBR2_DCBLD2","TGFBR2","DCBLD2"
"RELA_IFITM3","RELA","IFITM3"
"MAPK1_IFITM3","MAPK1","IFITM3"
"CCNA2_IFITM3","CCNA2","IFITM3"
"MAP2K1_IFITM3","MAP2K1","IFITM3"
"PIK3R1_IFITM3","PIK3R1","IFITM3"
"MTOR_IFITM3","MTOR","IFITM3"
"PIK3R3_IFITM3","PIK3R3","IFITM3"
"JUP_IFITM3","JUP","IFITM3"
"RUNX1T1_IFITM3","RUNX1T1","IFITM3"
"PIK3CB_IFITM3","PIK3CB","IFITM3"
"MYC_IFITM3","MYC","IFITM3"
"FCGR1A_IFITM3","FCGR1A","IFITM3"
"FLT3_IFITM3","FLT3","IFITM3"
"ITGAM_IFITM3","ITGAM","IFITM3"
"TCF7L2_IFITM3","TCF7L2","IFITM3"
"AKT3_IFITM3","AKT3","IFITM3"
"LEF1_IFITM3","LEF1","IFITM3"
"CSF1R_IFITM3","CSF1R","IFITM3"
"CCNA1_IFITM3","CCNA1","IFITM3"
"KIT_IFITM3","KIT","IFITM3"
"DUSP6_IFITM3","DUSP6","IFITM3"
"RPS6KB2_IFITM3","RPS6KB2","IFITM3"
"MAP2K2_IFITM3","MAP2K2","IFITM3"
"SPI1_IFITM3","SPI1","IFITM3"
"SOS2_IFITM3","SOS2","IFITM3"
"CEBPE_IFITM3","CEBPE","IFITM3"
"BRAF_IFITM3","BRAF","IFITM3"
"CCND1_IFITM3","CCND1","IFITM3"
"PPARD_IFITM3","PPARD","IFITM3"
"RARA_IFITM3","RARA","IFITM3"
"PIM2_IFITM3","PIM2","IFITM3"
"NFKB1_IFITM3","NFKB1","IFITM3"
"PIM1_IFITM3","PIM1","IFITM3"
"MPO_IFITM3","MPO","IFITM3"
"STAT5B_IFITM3","STAT5B","IFITM3"
"GRB2_IFITM3","GRB2","IFITM3"
"IKBKB_IFITM3","IKBKB","IFITM3"
"IKBKG_IFITM3","IKBKG","IFITM3"
"AKT2_IFITM3","AKT2","IFITM3"
"STAT5A_IFITM3","STAT5A","IFITM3"
"HTRA1_IFITM3","HTRA1","IFITM3"
"DCBLD2_IFITM3","DCBLD2","IFITM3"
"ANXA2_IFITM3","ANXA2","IFITM3"
"BAK1_IFITM3","BAK1","IFITM3"
"MYH14_IFITM3","MYH14","IFITM3"
"COL4A1_IFITM3","COL4A1","IFITM3"
"ANO1_IFITM3","ANO1","IFITM3"
"GP1BA_IFITM3","GP1BA","IFITM3"
"TMEM98_IFITM3","TMEM98","IFITM3"
"TMC6_IFITM3","TMC6","IFITM3"
"VAV1_IFITM3","VAV1","IFITM3"
"TGFBR2_IFITM3","TGFBR2","IFITM3"
"COL8A1_IFITM3","COL8A1","IFITM3"
"EPCAM_IFITM3","EPCAM","IFITM3"
"RELA_ANXA2","RELA","ANXA2"
"MAPK1_ANXA2","MAPK1","ANXA2"
"MAP2K1_ANXA2","MAP2K1","ANXA2"
"PIK3R1_ANXA2","PIK3R1","ANXA2"
"MTOR_ANXA2","MTOR","ANXA2"
"PIK3R3_ANXA2","PIK3R3","ANXA2"
"JUP_ANXA2","JUP","ANXA2"
"RUNX1T1_ANXA2","RUNX1T1","ANXA2"
"PIK3R2_ANXA2","PIK3R2","ANXA2"
"CHUK_ANXA2","CHUK","ANXA2"
"PIK3CB_ANXA2","PIK3CB","ANXA2"
"MYC_ANXA2","MYC","ANXA2"
"FCGR1A_ANXA2","FCGR1A","ANXA2"
"FLT3_ANXA2","FLT3","ANXA2"
"ITGAM_ANXA2","ITGAM","ANXA2"
"TCF7L2_ANXA2","TCF7L2","ANXA2"
"AKT3_ANXA2","AKT3","ANXA2"
"LEF1_ANXA2","LEF1","ANXA2"
"CD14_ANXA2","CD14","ANXA2"
"CSF1R_ANXA2","CSF1R","ANXA2"
"CCNA1_ANXA2","CCNA1","ANXA2"
"KIT_ANXA2","KIT","ANXA2"
"DUSP6_ANXA2","DUSP6","ANXA2"
"RPS6KB2_ANXA2","RPS6KB2","ANXA2"
"ZBTB16_ANXA2","ZBTB16","ANXA2"
"MAP2K2_ANXA2","MAP2K2","ANXA2"
"SPI1_ANXA2","SPI1","ANXA2"
"P3R3URF.PIK3R3_ANXA2","P3R3URF.PIK3R3","ANXA2"
"SOS2_ANXA2","SOS2","ANXA2"
"CEBPE_ANXA2","CEBPE","ANXA2"
"BRAF_ANXA2","BRAF","ANXA2"
"CCND1_ANXA2","CCND1","ANXA2"
"PIK3CA_ANXA2","PIK3CA","ANXA2"
"PIK3CD_ANXA2","PIK3CD","ANXA2"
"PPARD_ANXA2","PPARD","ANXA2"
"RARA_ANXA2","RARA","ANXA2"
"PIM2_ANXA2","PIM2","ANXA2"
"NFKB1_ANXA2","NFKB1","ANXA2"
"PIM1_ANXA2","PIM1","ANXA2"
"MPO_ANXA2","MPO","ANXA2"
"STAT5B_ANXA2","STAT5B","ANXA2"
"EIF4EBP1_ANXA2","EIF4EBP1","ANXA2"
"GRB2_ANXA2","GRB2","ANXA2"
"IKBKB_ANXA2","IKBKB","ANXA2"
"IKBKG_ANXA2","IKBKG","ANXA2"
"STAT5A_ANXA2","STAT5A","ANXA2"
"HTRA1_ANXA2","HTRA1","ANXA2"
"DCBLD2_ANXA2","DCBLD2","ANXA2"
"IFITM3_ANXA2","IFITM3","ANXA2"
"F2RL1_ANXA2","F2RL1","ANXA2"
"BAK1_ANXA2","BAK1","ANXA2"
"MYH14_ANXA2","MYH14","ANXA2"
"COL4A1_ANXA2","COL4A1","ANXA2"
"ANO1_ANXA2","ANO1","ANXA2"
"GP1BA_ANXA2","GP1BA","ANXA2"
"TMEM98_ANXA2","TMEM98","ANXA2"
"TMC6_ANXA2","TMC6","ANXA2"
"VAV1_ANXA2","VAV1","ANXA2"
"TGFBR2_ANXA2","TGFBR2","ANXA2"
"COL8A1_ANXA2","COL8A1","ANXA2"
"EPCAM_ANXA2","EPCAM","ANXA2"
"RELA_F2RL1","RELA","F2RL1"
"CCNA2_F2RL1","CCNA2","F2RL1"
"PIK3R1_F2RL1","PIK3R1","F2RL1"
"MTOR_F2RL1","MTOR","F2RL1"
"RUNX1T1_F2RL1","RUNX1T1","F2RL1"
"PIK3R2_F2RL1","PIK3R2","F2RL1"
"CHUK_F2RL1","CHUK","F2RL1"
"PIK3CB_F2RL1","PIK3CB","F2RL1"
"MYC_F2RL1","MYC","F2RL1"
"FLT3_F2RL1","FLT3","F2RL1"
"ITGAM_F2RL1","ITGAM","F2RL1"
"TCF7L2_F2RL1","TCF7L2","F2RL1"
"LEF1_F2RL1","LEF1","F2RL1"
"CD14_F2RL1","CD14","F2RL1"
"CSF1R_F2RL1","CSF1R","F2RL1"
"CCNA1_F2RL1","CCNA1","F2RL1"
"KIT_F2RL1","KIT","F2RL1"
"ZBTB16_F2RL1","ZBTB16","F2RL1"
"P3R3URF.PIK3R3_F2RL1","P3R3URF.PIK3R3","F2RL1"
"SOS2_F2RL1","SOS2","F2RL1"
"BRAF_F2RL1","BRAF","F2RL1"
"CCND1_F2RL1","CCND1","F2RL1"
"PIK3CA_F2RL1","PIK3CA","F2RL1"
"PIK3CD_F2RL1","PIK3CD","F2RL1"
"PPARD_F2RL1","PPARD","F2RL1"
"RARA_F2RL1","RARA","F2RL1"
"NFKB1_F2RL1","NFKB1","F2RL1"
"MPO_F2RL1","MPO","F2RL1"
"STAT5B_F2RL1","STAT5B","F2RL1"
"EIF4EBP1_F2RL1","EIF4EBP1","F2RL1"
"GRB2_F2RL1","GRB2","F2RL1"
"IKBKB_F2RL1","IKBKB","F2RL1"
"IKBKG_F2RL1","IKBKG","F2RL1"
"STAT5A_F2RL1","STAT5A","F2RL1"
"HTRA1_F2RL1","HTRA1","F2RL1"
"DCBLD2_F2RL1","DCBLD2","F2RL1"
"ANXA2_F2RL1","ANXA2","F2RL1"
"MYH14_F2RL1","MYH14","F2RL1"
"COL4A1_F2RL1","COL4A1","F2RL1"
"ANO1_F2RL1","ANO1","F2RL1"
"GP1BA_F2RL1","GP1BA","F2RL1"
"TMEM98_F2RL1","TMEM98","F2RL1"
"VAV1_F2RL1","VAV1","F2RL1"
"TGFBR2_F2RL1","TGFBR2","F2RL1"
"COL8A1_F2RL1","COL8A1","F2RL1"
"EPCAM_F2RL1","EPCAM","F2RL1"
"RELA_BAK1","RELA","BAK1"
"MAPK1_BAK1","MAPK1","BAK1"
"CCNA2_BAK1","CCNA2","BAK1"
"PIK3R1_BAK1","PIK3R1","BAK1"
"MTOR_BAK1","MTOR","BAK1"
"PIK3R3_BAK1","PIK3R3","BAK1"
"PIK3R2_BAK1","PIK3R2","BAK1"
"CHUK_BAK1","CHUK","BAK1"
"MYC_BAK1","MYC","BAK1"
"FCGR1A_BAK1","FCGR1A","BAK1"
"TCF7L2_BAK1","TCF7L2","BAK1"
"AKT3_BAK1","AKT3","BAK1"
"LEF1_BAK1","LEF1","BAK1"
"CD14_BAK1","CD14","BAK1"
"CSF1R_BAK1","CSF1R","BAK1"
"CCNA1_BAK1","CCNA1","BAK1"
"KIT_BAK1","KIT","BAK1"
"DUSP6_BAK1","DUSP6","BAK1"
"MAP2K2_BAK1","MAP2K2","BAK1"
"SPI1_BAK1","SPI1","BAK1"
"P3R3URF.PIK3R3_BAK1","P3R3URF.PIK3R3","BAK1"
"SOS2_BAK1","SOS2","BAK1"
"CEBPE_BAK1","CEBPE","BAK1"
"BRAF_BAK1","BRAF","BAK1"
"CCND1_BAK1","CCND1","BAK1"
"PIK3CA_BAK1","PIK3CA","BAK1"
"PIK3CD_BAK1","PIK3CD","BAK1"
"PIM2_BAK1","PIM2","BAK1"
"NFKB1_BAK1","NFKB1","BAK1"
"PIM1_BAK1","PIM1","BAK1"
"MPO_BAK1","MPO","BAK1"
"STAT5B_BAK1","STAT5B","BAK1"
"EIF4EBP1_BAK1","EIF4EBP1","BAK1"
"GRB2_BAK1","GRB2","BAK1"
"IKBKB_BAK1","IKBKB","BAK1"
"IKBKG_BAK1","IKBKG","BAK1"
"AKT2_BAK1","AKT2","BAK1"
"STAT5A_BAK1","STAT5A","BAK1"
"HTRA1_BAK1","HTRA1","BAK1"
"DCBLD2_BAK1","DCBLD2","BAK1"
"IFITM3_BAK1","IFITM3","BAK1"
"ANXA2_BAK1","ANXA2","BAK1"
"F2RL1_BAK1","F2RL1","BAK1"
"MYH14_BAK1","MYH14","BAK1"
"COL4A1_BAK1","COL4A1","BAK1"
"ANO1_BAK1","ANO1","BAK1"
"GP1BA_BAK1","GP1BA","BAK1"
"TMEM98_BAK1","TMEM98","BAK1"
"TMC6_BAK1","TMC6","BAK1"
"VAV1_BAK1","VAV1","BAK1"
"TGFBR2_BAK1","TGFBR2","BAK1"
"COL8A1_BAK1","COL8A1","BAK1"
"EPCAM_BAK1","EPCAM","BAK1"
"CCNA2_MYH14","CCNA2","MYH14"
"RUNX1T1_MYH14","RUNX1T1","MYH14"
"FCGR1A_MYH14","FCGR1A","MYH14"
"ITGAM_MYH14","ITGAM","MYH14"
"TCF7L2_MYH14","TCF7L2","MYH14"
"CSF1R_MYH14","CSF1R","MYH14"
"KIT_MYH14","KIT","MYH14"
"SOS2_MYH14","SOS2","MYH14"
"CCND1_MYH14","CCND1","MYH14"
"PIK3CD_MYH14","PIK3CD","MYH14"
"STAT5B_MYH14","STAT5B","MYH14"
"GRB2_MYH14","GRB2","MYH14"
"IKBKB_MYH14","IKBKB","MYH14"
"DCBLD2_MYH14","DCBLD2","MYH14"
"IFITM3_MYH14","IFITM3","MYH14"
"COL4A1_MYH14","COL4A1","MYH14"
"TMEM98_MYH14","TMEM98","MYH14"
"VAV1_MYH14","VAV1","MYH14"
"RELA_COL4A1","RELA","COL4A1"
"CCNA2_COL4A1","CCNA2","COL4A1"
"PIK3R1_COL4A1","PIK3R1","COL4A1"
"MTOR_COL4A1","MTOR","COL4A1"
"JUP_COL4A1","JUP","COL4A1"
"RUNX1T1_COL4A1","RUNX1T1","COL4A1"
"PIK3R2_COL4A1","PIK3R2","COL4A1"
"CHUK_COL4A1","CHUK","COL4A1"
"PIK3CB_COL4A1","PIK3CB","COL4A1"
"MYC_COL4A1","MYC","COL4A1"
"FCGR1A_COL4A1","FCGR1A","COL4A1"
"FLT3_COL4A1","FLT3","COL4A1"
"ITGAM_COL4A1","ITGAM","COL4A1"
"AKT3_COL4A1","AKT3","COL4A1"
"LEF1_COL4A1","LEF1","COL4A1"
"CCNA1_COL4A1","CCNA1","COL4A1"
"RPS6KB2_COL4A1","RPS6KB2","COL4A1"
"ZBTB16_COL4A1","ZBTB16","COL4A1"
"MAP2K2_COL4A1","MAP2K2","COL4A1"
"SOS2_COL4A1","SOS2","COL4A1"
"CEBPE_COL4A1","CEBPE","COL4A1"
"BRAF_COL4A1","BRAF","COL4A1"
"CCND1_COL4A1","CCND1","COL4A1"
"PIK3CD_COL4A1","PIK3CD","COL4A1"
"RARA_COL4A1","RARA","COL4A1"
"PIM2_COL4A1","PIM2","COL4A1"
"EIF4EBP1_COL4A1","EIF4EBP1","COL4A1"
"GRB2_COL4A1","GRB2","COL4A1"
"IKBKG_COL4A1","IKBKG","COL4A1"
"AKT2_COL4A1","AKT2","COL4A1"
"HTRA1_COL4A1","HTRA1","COL4A1"
"DCBLD2_COL4A1","DCBLD2","COL4A1"
"IFITM3_COL4A1","IFITM3","COL4A1"
"BAK1_COL4A1","BAK1","COL4A1"
"MYH14_COL4A1","MYH14","COL4A1"
"ANO1_COL4A1","ANO1","COL4A1"
"GP1BA_COL4A1","GP1BA","COL4A1"
"TMEM98_COL4A1","TMEM98","COL4A1"
"TMC6_COL4A1","TMC6","COL4A1"
"VAV1_COL4A1","VAV1","COL4A1"
"TGFBR2_COL4A1","TGFBR2","COL4A1"
"COL8A1_COL4A1","COL8A1","COL4A1"
"EPCAM_COL4A1","EPCAM","COL4A1"
"MAPK1_ANO1","MAPK1","ANO1"
"CCNA2_ANO1","CCNA2","ANO1"
"MAP2K1_ANO1","MAP2K1","ANO1"
"MTOR_ANO1","MTOR","ANO1"
"JUP_ANO1","JUP","ANO1"
"RUNX1T1_ANO1","RUNX1T1","ANO1"
"PIK3R2_ANO1","PIK3R2","ANO1"
"CHUK_ANO1","CHUK","ANO1"
"PIK3CB_ANO1","PIK3CB","ANO1"
"FCGR1A_ANO1","FCGR1A","ANO1"
"FLT3_ANO1","FLT3","ANO1"
"ITGAM_ANO1","ITGAM","ANO1"
"TCF7L2_ANO1","TCF7L2","ANO1"
"AKT3_ANO1","AKT3","ANO1"
"CD14_ANO1","CD14","ANO1"
"CSF1R_ANO1","CSF1R","ANO1"
"KIT_ANO1","KIT","ANO1"
"DUSP6_ANO1","DUSP6","ANO1"
"ZBTB16_ANO1","ZBTB16","ANO1"
"MAP2K2_ANO1","MAP2K2","ANO1"
"SPI1_ANO1","SPI1","ANO1"
"SOS2_ANO1","SOS2","ANO1"
"CEBPE_ANO1","CEBPE","ANO1"
"BRAF_ANO1","BRAF","ANO1"
"PIK3CA_ANO1","PIK3CA","ANO1"
"PIK3CD_ANO1","PIK3CD","ANO1"
"PPARD_ANO1","PPARD","ANO1"
"RARA_ANO1","RARA","ANO1"
"PIM2_ANO1","PIM2","ANO1"
"NFKB1_ANO1","NFKB1","ANO1"
"PIM1_ANO1","PIM1","ANO1"
"MPO_ANO1","MPO","ANO1"
"STAT5B_ANO1","STAT5B","ANO1"
"EIF4EBP1_ANO1","EIF4EBP1","ANO1"
"GRB2_ANO1","GRB2","ANO1"
"IKBKG_ANO1","IKBKG","ANO1"
"AKT2_ANO1","AKT2","ANO1"
"STAT5A_ANO1","STAT5A","ANO1"
"HTRA1_ANO1","HTRA1","ANO1"
"DCBLD2_ANO1","DCBLD2","ANO1"
"IFITM3_ANO1","IFITM3","ANO1"
"ANXA2_ANO1","ANXA2","ANO1"
"F2RL1_ANO1","F2RL1","ANO1"
"MYH14_ANO1","MYH14","ANO1"
"TMC6_ANO1","TMC6","ANO1"
"VAV1_ANO1","VAV1","ANO1"
"TGFBR2_ANO1","TGFBR2","ANO1"
"EPCAM_ANO1","EPCAM","ANO1"
"RELA_GP1BA","RELA","GP1BA"
"MAPK1_GP1BA","MAPK1","GP1BA"
"CCNA2_GP1BA","CCNA2","GP1BA"
"MAP2K1_GP1BA","MAP2K1","GP1BA"
"PIK3R1_GP1BA","PIK3R1","GP1BA"
"MTOR_GP1BA","MTOR","GP1BA"
"PIK3R3_GP1BA","PIK3R3","GP1BA"
"RUNX1T1_GP1BA","RUNX1T1","GP1BA"
"PIK3R2_GP1BA","PIK3R2","GP1BA"
"CHUK_GP1BA","CHUK","GP1BA"
"PIK3CB_GP1BA","PIK3CB","GP1BA"
"MYC_GP1BA","MYC","GP1BA"
"FCGR1A_GP1BA","FCGR1A","GP1BA"
"FLT3_GP1BA","FLT3","GP1BA"
"ITGAM_GP1BA","ITGAM","GP1BA"
"TCF7L2_GP1BA","TCF7L2","GP1BA"
"AKT3_GP1BA","AKT3","GP1BA"
"LEF1_GP1BA","LEF1","GP1BA"
"CD14_GP1BA","CD14","GP1BA"
"CSF1R_GP1BA","CSF1R","GP1BA"
"CCNA1_GP1BA","CCNA1","GP1BA"
"KIT_GP1BA","KIT","GP1BA"
"DUSP6_GP1BA","DUSP6","GP1BA"
"RPS6KB2_GP1BA","RPS6KB2","GP1BA"
"ZBTB16_GP1BA","ZBTB16","GP1BA"
"MAP2K2_GP1BA","MAP2K2","GP1BA"
"SPI1_GP1BA","SPI1","GP1BA"
"P3R3URF.PIK3R3_GP1BA","P3R3URF.PIK3R3","GP1BA"
"SOS2_GP1BA","SOS2","GP1BA"
"CEBPE_GP1BA","CEBPE","GP1BA"
"CCND1_GP1BA","CCND1","GP1BA"
"PIK3CA_GP1BA","PIK3CA","GP1BA"
"PIK3CD_GP1BA","PIK3CD","GP1BA"
"PPARD_GP1BA","PPARD","GP1BA"
"RARA_GP1BA","RARA","GP1BA"
"PIM2_GP1BA","PIM2","GP1BA"
"NFKB1_GP1BA","NFKB1","GP1BA"
"PIM1_GP1BA","PIM1","GP1BA"
"MPO_GP1BA","MPO","GP1BA"
"STAT5B_GP1BA","STAT5B","GP1BA"
"EIF4EBP1_GP1BA","EIF4EBP1","GP1BA"
"IKBKB_GP1BA","IKBKB","GP1BA"
"IKBKG_GP1BA","IKBKG","GP1BA"
"AKT2_GP1BA","AKT2","GP1BA"
"STAT5A_GP1BA","STAT5A","GP1BA"
"HTRA1_GP1BA","HTRA1","GP1BA"
"DCBLD2_GP1BA","DCBLD2","GP1BA"
